model,method,run_id,case_id,run_file,valid,path,issues
Llama 3.1 8B Instruct,Few-shot,open_source__llama31_8b_instruct__few_shot,case_59_atm_1,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot/case_59_atm_1/run_01.puml,missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Cancel Transaction
Llama 3.1 8B Instruct,Few-shot,open_source__llama31_8b_instruct__few_shot,case_60_atm_2,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot/case_60_atm_2/run_01.puml,
Llama 3.1 8B Instruct,Few-shot,open_source__llama31_8b_instruct__few_shot,case_65_plane,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot/case_65_plane/run_01.puml,"unreachable_states_detected | unreachable: End, Plane is no longer available | choice_node_without_outgoing_transitions (End)"
Llama 3.1 8B Instruct,Few-shot,open_source__llama31_8b_instruct__few_shot,case_67_atm_many_scenarios_1,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot/case_67_atm_many_scenarios_1/run_01.puml,
Llama 3.1 8B Instruct,Few-shot,open_source__llama31_8b_instruct__few_shot,case_70_atm_many_scenarios_7,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot/case_70_atm_many_scenarios_7/run_01.puml,missing_initial_state_transition ([*] --> state)
Llama 3.1 8B Instruct,Few-shot,open_source__llama31_8b_instruct__few_shot,case_75_graderate,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot/case_75_graderate/run_01.puml,
Llama 3.1 8B Instruct,Few-shot,open_source__llama31_8b_instruct__few_shot,case_78_class_campaign_version_2,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot/case_78_class_campaign_version_2/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | missing_initial_state_transition ([*] --> state) | missing_final_state_transition (state --> [*]) | orphan_states_detected | orphan: Activate Campaign, Adjust Campaign, Archive Campaign, Complete Campaign, Idle, J1, J10, J11, J12, J13, J14, J15, J16, J17, J18, J19, J2, J20, J21, J22, J23, J24, J25, J26, J27, J28, J29, J3, J30, J31, J32, J33, J34, J35, J36, J37, J38, J39, J4, J40, J41, J42, J43, J44, J45, J46, J47, J48, J49, J5, J50, J51, J52, J53, J54, J55, J56, J57, J58, J59, J6, J60, J61, J62, J63, J64, J65, J66, J67, J68, J69, J7, J70, J71, J72, J73, J74, J75, J76, J77, J78, J79, J8, J80, J81, J82, J83, J84, J85, J86, J87, J88, J89, J9, J90, J91, Mark Campaign as Paid, Pay Campaign, Prepare Adverts, Refund Campaign, Schedule Adverts, Start Campaign, Wait for Balance | choice_node_without_outgoing_transitions (J1) | choice_node_without_outgoing_transitions (J10) | choice_node_without_outgoing_transitions (J11) | choice_node_without_outgoing_transitions (J12) | choice_node_without_outgoing_transitions (J13) | choice_node_without_outgoing_transitions (J14) | choice_node_without_outgoing_transitions (J15) | choice_node_without_outgoing_transitions (J16) | choice_node_without_outgoing_transitions (J17) | choice_node_without_outgoing_transitions (J18) | choice_node_without_outgoing_transitions (J19) | choice_node_without_outgoing_transitions (J2) | choice_node_without_outgoing_transitions (J20) | choice_node_without_outgoing_transitions (J21) | choice_node_without_outgoing_transitions (J22) | choice_node_without_outgoing_transitions (J23) | choice_node_without_outgoing_transitions (J24) | choice_node_without_outgoing_transitions (J25) | choice_node_without_outgoing_transitions (J26) | choice_node_without_outgoing_transitions (J27) | choice_node_without_outgoing_transitions (J28) | choice_node_without_outgoing_transitions (J29) | choice_node_without_outgoing_transitions (J3) | choice_node_without_outgoing_transitions (J30) | choice_node_without_outgoing_transitions (J31) | choice_node_without_outgoing_transitions (J32) | choice_node_without_outgoing_transitions (J33) | choice_node_without_outgoing_transitions (J34) | choice_node_without_outgoing_transitions (J35) | choice_node_without_outgoing_transitions (J36) | choice_node_without_outgoing_transitions (J37) | choice_node_without_outgoing_transitions (J38) | choice_node_without_outgoing_transitions (J39) | choice_node_without_outgoing_transitions (J4) | choice_node_without_outgoing_transitions (J40) | choice_node_without_outgoing_transitions (J41) | choice_node_without_outgoing_transitions (J42) | choice_node_without_outgoing_transitions (J43) | choice_node_without_outgoing_transitions (J44) | choice_node_without_outgoing_transitions (J45) | choice_node_without_outgoing_transitions (J46) | choice_node_without_outgoing_transitions (J47) | choice_node_without_outgoing_transitions (J48) | choice_node_without_outgoing_transitions (J49) | choice_node_without_outgoing_transitions (J5) | choice_node_without_outgoing_transitions (J50) | choice_node_without_outgoing_transitions (J51) | choice_node_without_outgoing_transitions (J52) | choice_node_without_outgoing_transitions (J53) | choice_node_without_outgoing_transitions (J54) | choice_node_without_outgoing_transitions (J55) | choice_node_without_outgoing_transitions (J56) | choice_node_without_outgoing_transitions (J57) | choice_node_without_outgoing_transitions (J58) | choice_node_without_outgoing_transitions (J59) | choice_node_without_outgoing_transitions (J6) | choice_node_without_outgoing_transitions (J60) | choice_node_without_outgoing_transitions (J61) | choice_node_without_outgoing_transitions (J62) | choice_node_without_outgoing_transitions (J63) | choice_node_without_outgoing_transitions (J64) | choice_node_without_outgoing_transitions (J65) | choice_node_without_outgoing_transitions (J66) | choice_node_without_outgoing_transitions (J67) | choice_node_without_outgoing_transitions (J68) | choice_node_without_outgoing_transitions (J69) | choice_node_without_outgoing_transitions (J7) | choice_node_without_outgoing_transitions (J70) | choice_node_without_outgoing_transitions (J71) | choice_node_without_outgoing_transitions (J72) | choice_node_without_outgoing_transitions (J73) | choice_node_without_outgoing_transitions (J74) | choice_node_without_outgoing_transitions (J75) | choice_node_without_outgoing_transitions (J76) | choice_node_without_outgoing_transitions (J77) | choice_node_without_outgoing_transitions (J78) | choice_node_without_outgoing_transitions (J79) | choice_node_without_outgoing_transitions (J8) | choice_node_without_outgoing_transitions (J80) | choice_node_without_outgoing_transitions (J81) | choice_node_without_outgoing_transitions (J82) | choice_node_without_outgoing_transitions (J83) | choice_node_without_outgoing_transitions (J84) | choice_node_without_outgoing_transitions (J85) | choice_node_without_outgoing_transitions (J86) | choice_node_without_outgoing_transitions (J87) | choice_node_without_outgoing_transitions (J88) | choice_node_without_outgoing_transitions (J89) | choice_node_without_outgoing_transitions (J9) | choice_node_without_outgoing_transitions (J90) | choice_node_without_outgoing_transitions (J91)"
Llama 3.1 8B Instruct,Few-shot,open_source__llama31_8b_instruct__few_shot,case_80_staff_member_class,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot/case_80_staff_member_class/run_01.puml,"missing_final_state_transition (state --> [*]) | duplicate_transitions_detected (1) | unreachable_states_detected | unreachable: ArchiveRecord, Archived, Assigned to campaign, Assigned to client, Choice, LeaveJob, SwitchAssignments, Unassigned, Unemployed"
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_01_healthcare_portal,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_01_healthcare_portal/run_01.puml,
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_02_inventory,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_02_inventory/run_01.puml,
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_12_business_process_outsourcing_bpo_management_system_2,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml,
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_15_e_ticketing_for_bus,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_15_e_ticketing_for_bus/run_01.puml,"unreachable_states_detected | unreachable: Book Ticket, Check Ticket Status, Create User, Login, Logout, Manage Account, Validate User"
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_16_weather_monitoring_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_16_weather_monitoring_system/run_01.puml,plantuml_syntax_error: Some diagram description contains errors | choice_node_without_guarded_outgoing_transitions (J1) | choice_node_without_guarded_outgoing_transitions (J2) | choice_node_without_guarded_outgoing_transitions (J3) | choice_node_without_guarded_outgoing_transitions (J4) | choice_node_without_guarded_outgoing_transitions (J5) | choice_node_without_guarded_outgoing_transitions (J6) | choice_node_without_guarded_outgoing_transitions (J7)
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_18_digidoclocker,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_18_digidoclocker/run_01.puml,
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_28_ott_based_system_mini_reel,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_28_ott_based_system_mini_reel/run_01.puml,unreachable_states_detected | unreachable: Invalid registration
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_32_e_visa_processing_and_follow_up_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_32_e_visa_processing_and_follow_up_system/run_01.puml,"multiple_initial_state_transitions (CreateUser, Choice1) | duplicate_transitions_detected (6)"
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_33_farm_management_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_33_farm_management_system/run_01.puml,"multiple_initial_state_transitions (Logged Out, Main Area)"
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_34_green_rides,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_34_green_rides/run_01.puml,
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_37_online_quiz_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_37_online_quiz_system/run_01.puml,"multiple_initial_state_transitions (UserType, GettingDetails, ChoiceProfile) | choice_node_without_outgoing_transitions (EndInvalid)"
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_39_website_development,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_39_website_development/run_01.puml,
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_41_video_suggestion_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_41_video_suggestion_system/run_01.puml,
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_45_alarm_clock,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_45_alarm_clock/run_01.puml,
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_46_digital_watch,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_46_digital_watch/run_01.puml,"multiple_initial_state_transitions (AdjustTime, Switch Mode, Adjust Time, Alarm On/Off, Light On/Off)"
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_47_safehome_security_function,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_47_safehome_security_function/run_01.puml,
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_51_process_sale,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_51_process_sale/run_01.puml,
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_52_microwave_oven,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_52_microwave_oven/run_01.puml,"unreachable_states_detected | unreachable: Cancel, Cooking, Door opened, DoorOpened, Stopped, Waiting for input | choice_node_without_outgoing_transitions (End)"
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_54_weather_station_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_54_weather_station_system/run_01.puml,
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_59_atm_1,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_59_atm_1/run_01.puml,
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_60_atm_2,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_60_atm_2/run_01.puml,
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_65_plane,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_65_plane/run_01.puml,"multiple_initial_state_transitions (Order, Plane is no longer available) | choice_node_without_guarded_outgoing_transitions (End)"
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_67_atm_many_scenarios_1,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_67_atm_many_scenarios_1/run_01.puml,
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_70_atm_many_scenarios_7,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_70_atm_many_scenarios_7/run_01.puml,missing_initial_state_transition ([*] --> state)
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_75_graderate,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_75_graderate/run_01.puml,
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_78_class_campaign_version_2,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_78_class_campaign_version_2/run_01.puml,"unreachable_states_detected | unreachable: Activate Campaign, Adjust Campaign, AdjustCampaign, Archive Campaign, ArchiveCampaign, Complete Campaign, CompleteCampaign, J1, Mark Campaign as Paid, MarkCampaignAsPaid, Pay Campaign, PayCampaign, Prepare Adverts, PrepareAdverts, Refund Campaign, Schedule Adverts, ScheduleAdverts, Wait for Balance, WaitForBalance | orphan_states_detected | orphan: J1 | choice_node_without_outgoing_transitions (J1)"
Llama 3.1 8B Instruct,Few-shot + Repair,open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair,case_80_staff_member_class,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__few_shot_validation_generator_critic_repair/case_80_staff_member_class/run_01.puml,"duplicate_transitions_detected (1) | unreachable_states_detected | unreachable: ArchiveRecord, Archived, Assigned to campaign, Assigned to client, Choice, LeaveJob, SwitchAssignments, Unassigned, Unemployed"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_01_healthcare_portal,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_01_healthcare_portal/run_01.puml,"plantuml_syntax_error: Some diagram description contains errors | unreachable_states_detected | unreachable: Access facilities, Check payment with insurance, Check symptoms or fitness, Collect user feedback, Complete insurance-based payment, Complete payment process, Inform cash payment details, Log out, Process insurance, Read news and expert content, Select payment method, Sign in, View result"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_02_inventory,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_02_inventory/run_01.puml,"multiple_initial_state_transitions (InitialState, EnterDetails, EnterNewPrice, SelectGoods, SelectSupplier, SelectItems, SelectItemsForInvoice, SelectReport) | duplicate_transitions_detected (1) | orphan_states_detected | orphan: Add Goods, Remove Goods, Search Items, Update Price, View Summary Report | choice_node_without_outgoing_transitions (EndInvalid)"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_12_business_process_outsourcing_bpo_management_system_2,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_12_business_process_outsourcing_bpo_management_system_2/run_01.puml,"multiple_initial_state_transitions (SearchCategory, GettingPriceRange, ChoiceDisplay)"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_15_e_ticketing_for_bus,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_15_e_ticketing_for_bus/run_01.puml,"missing_final_state_transition (state --> [*]) | duplicate_transitions_detected (1) | unreachable_states_detected | unreachable: cancelled, completed, rejected | orphan_states_detected | orphan: cancelled, completed, rejected"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_16_weather_monitoring_system,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_16_weather_monitoring_system/run_01.puml,
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_18_digidoclocker,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_18_digidoclocker/run_01.puml,duplicate_transitions_detected (1)
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_28_ott_based_system_mini_reel,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_28_ott_based_system_mini_reel/run_01.puml,"multiple_initial_state_transitions (J1, LJ) | choice_node_without_guarded_outgoing_transitions (J1) | choice_node_without_guarded_outgoing_transitions (J2) | choice_node_without_guarded_outgoing_transitions (J3) | choice_node_without_guarded_outgoing_transitions (J4) | choice_node_without_guarded_outgoing_transitions (LJ)"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_32_e_visa_processing_and_follow_up_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_32_e_visa_processing_and_follow_up_system/run_01.puml,"unreachable_states_detected | unreachable: Apply Visa, Cancel Application, CancelApplication, Check Status, CheckStatus, Create Account, Give Feedback, GiveFeedback, Logout, Modify Details, ModifyDetails, Update Status, UpdateStatus, View Details, View Status, ViewDetails, ViewStatus"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_33_farm_management_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_33_farm_management_system/run_01.puml,unreachable_states_detected | unreachable: EndSession | choice_node_without_guarded_outgoing_transitions (Start)
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_34_green_rides,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_34_green_rides/run_01.puml,missing_initial_state_transition ([*] --> state) | missing_final_state_transition (state --> [*])
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_37_online_quiz_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_37_online_quiz_system/run_01.puml,"unreachable_states_detected | unreachable: Answer quiz, Continue as student, Continue as teacher, Create new quiz, Edit existing quiz, InvalidEnd, Log in, Post for students, Register, Register or Log in, Save as draft, Select quiz, Submit quiz, ValidEnd, View quiz results, View result | orphan_states_detected | orphan: Register or Log in | choice_node_without_outgoing_transitions (InvalidEnd) | choice_node_without_outgoing_transitions (ValidEnd)"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_39_website_development,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_39_website_development/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Application Approved, Application Rejected, ApplicationApproved, ApplicationRejected, Career Opportunity Selection, Project Selection, Submit Application, SubmitApplication, View Career Application Form, View Career Updates, View Project Photos, View Project Videos, ViewCareerApplicationForm, ViewCareerUpdates, ViewProjectPhotos, ViewProjectVideos | choice_node_without_guarded_outgoing_transitions (StartNavigation)"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_41_video_suggestion_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_41_video_suggestion_system/run_01.puml,missing_final_state_transition (state --> [*]) | choice_node_without_guarded_outgoing_transitions (RequestDecision)
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_45_alarm_clock,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_45_alarm_clock/run_01.puml,missing_final_state_transition (state --> [*])
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_46_digital_watch,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_46_digital_watch/run_01.puml,missing_final_state_transition (state --> [*])
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_47_safehome_security_function,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_47_safehome_security_function/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: ProblemDuringStartup, Safehome, Stopped | orphan_states_detected | orphan: Safehome"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_51_process_sale,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_51_process_sale/run_01.puml,"duplicate_transitions_detected (2) | unreachable_states_detected | unreachable: Complete sale, Complete sale with cash, Enter items one by one, Move to payment, Payment, Return to waiting, Verify payment with card or check"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_52_microwave_oven,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_52_microwave_oven/run_01.puml,"missing_final_state_transition (state --> [*]) | duplicate_transitions_detected (1) | unreachable_states_detected | unreachable: Cancel cooking, Choose power level, Cooking, Display time, Door open, Set cooking time"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_54_weather_station_system,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_54_weather_station_system/run_01.puml,missing_final_state_transition (state --> [*]) | duplicate_transitions_detected (1) | unreachable_states_detected | unreachable: Idle
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_59_atm_1,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_59_atm_1/run_01.puml,missing_initial_state_transition ([*] --> state) | choice_node_without_guarded_outgoing_transitions (Choice)
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_60_atm_2,run_01.puml,False,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_60_atm_2/run_01.puml,"missing_final_state_transition (state --> [*]) | unreachable_states_detected | unreachable: Enter custom value, Re-enter amount, Select amount, Verify transaction"
Llama 3.1 8B Instruct,One-shot,open_source__llama31_8b_instruct__one_shot,case_65_plane,run_01.puml,True,/Users/faria/State_transition_Diagram_generated_by_LLM/results/plantuml_pipeline/runs/open_source__llama31_8b_instruct__one_shot/case_65_plane/run_01.puml,
